"","Location.Name","Rate.Year","Cohort.Graduation.Year","Total.Cohort","Total.Graduated","OffTrack.Other","Dropouts","Graduation.Rate","Dropout.Rate","gradyear","enrollyear"
"275","Riverview Community School District (82400)","5-Year",2009,222,209,2,11,0.9414,0.0495,2010,2005
"276","Riverview Community School District (82400)","6-Year",2008,229,219,-1,11,0.952,0.048,2010,2004
"277","Romulus Community Schools (82130)","4-Year",2010,383,247,90,46,0.6449,0.1201,2010,2006
"278","Romulus Community Schools (82130)","5-Year",2009,471,359,35,77,0.7622,0.1614,2010,2005
"279","Romulus Community Schools (82130)","6-Year",2008,471,346,28,97,0.7346,0.2059,2010,2004
"280","School District of the City of Inkster (82080)","4-Year",2010,427,218,120,89,0.5105,0.2084,2010,2006
"281","School District of the City of Inkster (82080)","5-Year",2009,362,201,47,114,0.5525,0.3122,2010,2005
"282","School District of the City of Inkster (82080)","6-Year",2008,304,148,27,129,0.4868,0.4243,2010,2004
"283","South Redford School District (82140)","4-Year",2010,268,220,21,27,0.8172,0.1007,2010,2006
"284","South Redford School District (82140)","5-Year",2009,264,234,2,28,0.8826,0.1023,2010,2005
"285","South Redford School District (82140)","6-Year",2008,260,222,12,26,0.8538,0.0962,2010,2004
"286","Southgate Community School District (82405)","4-Year",2010,799,402,280,117,0.5019,0.1464,2010,2006
"287","Southgate Community School District (82405)","5-Year",2009,917,489,223,205,0.5322,0.2225,2010,2005
"288","Southgate Community School District (82405)","6-Year",2008,955,486,137,332,0.5079,0.3466,2010,2004
"289","Taylor School District (82150)","4-Year",2010,764,595,71,98,0.7775,0.127,2010,2006
"290","Taylor School District (82150)","5-Year",2009,781,609,15,157,0.7785,0.201,2010,2005
"291","Taylor School District (82150)","6-Year",2008,824,694,4,126,0.8422,0.1517,2010,2004
"292","Trenton Public Schools (82155)","4-Year",2010,260,234,17,9,0.8962,0.0308,2010,2006
"293","Trenton Public Schools (82155)","5-Year",2009,216,203,-1,14,0.9352,0.0602,2010,2005
"294","Trenton Public Schools (82155)","6-Year",2008,232,222,0,10,0.9526,0.0431,2010,2004
"295","Van Buren Public Schools (82430)","4-Year",2010,444,366,39,39,0.8221,0.0878,2010,2006
"296","Van Buren Public Schools (82430)","5-Year",2009,521,455,9,57,0.8733,0.1094,2010,2005
"297","Van Buren Public Schools (82430)","6-Year",2008,571,501,1,69,0.8757,0.1208,2010,2004
"298","Wayne-Westland Community School District (82160)","4-Year",2010,1105,769,151,185,0.6959,0.1674,2010,2006
"299","Wayne-Westland Community School District (82160)","5-Year",2009,1166,892,76,198,0.7642,0.169,2010,2005
"300","Wayne-Westland Community School District (82160)","6-Year",2008,1095,860,40,195,0.7845,0.1772,2010,2004
"301","Westwood Community School District (82240)","4-Year",2010,366,133,179,54,0.3607,0.1475,2010,2006
"302","Westwood Community School District (82240)","5-Year",2009,285,148,66,71,0.5158,0.2491,2010,2005
"303","Westwood Community School District (82240)","6-Year",2008,199,140,2,57,0.7035,0.2864,2010,2004
"304","Woodhaven-Brownstown School District (82365)","4-Year",2010,422,338,52,32,0.7986,0.0735,2010,2006
"305","Woodhaven-Brownstown School District (82365)","5-Year",2009,417,366,3,48,0.8753,0.1151,2010,2005
"306","Woodhaven-Brownstown School District (82365)","6-Year",2008,416,376,2,38,0.9038,0.0913,2010,2004
"307","Wyandotte, School District of the City of (82170)","4-Year",2010,370,275,71,24,0.7432,0.0622,2010,2006
"308","Wyandotte, School District of the City of (82170)","5-Year",2009,368,299,44,25,0.8125,0.0679,2010,2005
"309","Wyandotte, School District of the City of (82170)","6-Year",2008,370,300,40,30,0.8108,0.0784,2010,2004
"310","Academy for Business and Technology (82921)","4-Year",2010,70,56,3,11,0.8,0.1429,2010,2006
"311","Academy for Business and Technology (82921)","5-Year",2009,63,54,2,7,0.8571,0.1111,2010,2005
"312","Academy for Business and Technology (82921)","6-Year",2008,80,61,0,19,0.7625,0.2375,2010,2004
"313","Academy of Inkster (82961)","4-Year",2010,53,36,5,12,0.6792,0.2264,2010,2006
"314","Academy of Inkster (82961)","5-Year",2009,54,50,-1,5,0.9259,0.0741,2010,2005
"315","Academy of Inkster (82961)","6-Year",2008,56,49,0,7,0.875,0.125,2010,2004
"316","ACE Academy (SDA) (82998)","4-Year",2010,60,8,17,35,0.1333,0.5667,2010,2006
"317","ACE Academy (SDA) (82998)","5-Year",2009,57,5,10,42,0.0877,0.7193,2010,2005
"318","ACE Academy (SDA) (82998)","6-Year",2008,27,6,7,14,0.1852,0.5185,2010,2004
"319","Advanced Technology Academy (63914)","4-Year",2010,70,63,2,5,0.9,0.0714,2010,2006
"320","Advanced Technology Academy (63914)","5-Year",2009,70,67,-1,4,0.9429,0.0571,2010,2005
"321","Advanced Technology Academy (63914)","6-Year",2008,62,59,-1,4,0.9355,0.0645,2010,2004
"322","Aisha Shule/WEB Dubois Prep. Academy School (82903)","4-Year",2010,18,13,1,4,0.7222,0.2222,2010,2006
"323","Aisha Shule/WEB Dubois Prep. Academy School (82903)","5-Year",2009,27,19,-1,9,0.7037,0.2963,2010,2005
"324","Aisha Shule/WEB Dubois Prep. Academy School (82903)","6-Year",2008,30,21,0,9,0.7,0.3,2010,2004
"325","Allen Academy (82955)","4-Year",2010,63,55,-1,9,0.873,0.127,2010,2006
"326","Allen Academy (82955)","5-Year",2009,38,34,1,3,0.8947,0.0789,2010,2005
"327","Allen Academy (82955)","6-Year",2008,32,2,0,30,0.0625,0.9375,2010,2004
"328","Blanche Kelso Bruce Academy (82971)","4-Year",2010,134,4,72,58,0.0224,0.4254,2010,2006
"329","Blanche Kelso Bruce Academy (82971)","5-Year",2009,129,4,17,108,0.0233,0.8372,2010,2005
"330","Blanche Kelso Bruce Academy (82971)","6-Year",2008,103,0,2,101,0,0.9709,2010,2004
"331","Casa Richard Academy (82902)","4-Year",2010,59,31,11,17,0.5254,0.2881,2010,2006
"332","Casa Richard Academy (82902)","5-Year",2009,36,16,3,17,0.4444,0.4722,2010,2005
"333","Casa Richard Academy (82902)","6-Year",2008,36,13,-1,24,0.3611,0.6389,2010,2004
"334","Cesar Chavez Academy (82918)","4-Year",2010,114,88,5,21,0.7719,0.1842,2010,2006
"335","Cesar Chavez Academy (82918)","5-Year",2009,136,91,-1,46,0.6618,0.3382,2010,2005
"336","Cesar Chavez Academy (82918)","6-Year",2008,112,81,-1,32,0.7143,0.2768,2010,2004
"337","Charlotte Forten Academy (82936)","4-Year",2010,21,1,3,17,0.0476,0.8095,2010,2006
"338","Charlotte Forten Academy (82936)","5-Year",2009,51,17,-1,35,0.3333,0.6667,2010,2005
"339","Charlotte Forten Academy (82936)","6-Year",2008,105,38,-1,68,0.3619,0.6381,2010,2004
"340","Cherry Hill School of Performing Arts (82960)","4-Year",2010,140,92,8,40,0.6571,0.2786,2010,2006
"341","Cherry Hill School of Performing Arts (82960)","5-Year",2009,86,59,1,26,0.686,0.3023,2010,2005
"342","Cherry Hill School of Performing Arts (82960)","6-Year",2008,75,57,0,18,0.76,0.24,2010,2004
"343","Clara B. Ford Academy (SDA) (82996)","4-Year",2010,41,0,14,27,0,0.6585,2010,2006
"344","Clara B. Ford Academy (SDA) (82996)","5-Year",2009,33,6,1,26,0.1818,0.7576,2010,2005
"345","Clara B. Ford Academy (SDA) (82996)","6-Year",2008,20,5,2,13,0.25,0.65,2010,2004
"346","Covenant House Academy Detroit (82991)","4-Year",2010,170,10,59,101,0.0588,0.5941,2010,2006
"347","Covenant House Academy Detroit (82991)","5-Year",2009,206,26,34,146,0.1214,0.7039,2010,2005
"348","Covenant House Academy Detroit (82991)","6-Year",2008,147,23,14,110,0.1497,0.7415,2010,2004
"349","Covenant House Academy East (82990)","4-Year",2010,125,14,50,61,0.112,0.488,2010,2006
"350","Covenant House Academy East (82990)","5-Year",2009,211,49,37,125,0.2275,0.5924,2010,2005
"351","Covenant House Academy East (82990)","6-Year",2008,198,42,9,147,0.2121,0.7424,2010,2004
"352","Covenant House Academy Southwest (82989)","4-Year",2010,151,5,44,102,0.0331,0.6689,2010,2006
"353","Covenant House Academy Southwest (82989)","5-Year",2009,165,15,21,129,0.0909,0.7818,2010,2005
"354","Covenant House Academy Southwest (82989)","6-Year",2008,188,35,13,140,0.1809,0.7394,2010,2004
"355","Detroit Academy of Arts and Sciences (82929)","4-Year",2010,153,112,4,37,0.732,0.2353,2010,2006
"356","Detroit Academy of Arts and Sciences (82929)","5-Year",2009,181,142,1,38,0.7845,0.2099,2010,2005
"357","Detroit Academy of Arts and Sciences (82929)","6-Year",2008,173,151,-1,23,0.8671,0.1272,2010,2004
"358","Detroit Community Schools (82925)","4-Year",2010,117,92,16,9,0.7863,0.0684,2010,2006
"359","Detroit Community Schools (82925)","5-Year",2009,135,108,5,22,0.8,0.1556,2010,2005
"360","Detroit Community Schools (82925)","6-Year",2008,111,103,1,7,0.9279,0.0541,2010,2004
"361","Detroit Midtown Academy (82964)","4-Year",2010,71,54,8,9,0.7465,0.1127,2010,2006
"362","Detroit Midtown Academy (82964)","5-Year",2009,79,59,2,18,0.7468,0.2278,2010,2005
"363","Detroit Midtown Academy (82964)","6-Year",2008,32,8,0,24,0.2188,0.75,2010,2004
"364","Frontier International Academy (82987)","4-Year",2010,42,39,3,0,0.9048,0,2010,2006
"365","Frontier International Academy (82987)","5-Year",2009,35,30,-1,6,0.8286,0.1714,2010,2005
"366","Frontier International Academy (82987)","6-Year",2008,21,18,1,2,0.8571,0.0952,2010,2004
"367","George Crockett Academy (82937)","4-Year",2010,10,10,0,0,1,0,2010,2006
"368","George Crockett Academy (82937)","5-Year",2009,10,10,0,0,1,0,2010,2005
"369","HEART Academy (82927)","4-Year",2010,33,30,0,3,0.8788,0.0909,2010,2006
"370","HEART Academy (82927)","5-Year",2009,30,27,-1,4,0.8667,0.1333,2010,2005
"371","HEART Academy (82927)","6-Year",2008,26,25,-1,2,0.9615,0.0385,2010,2004
"372","Henry Ford Academy (82926)","4-Year",2010,118,98,9,11,0.8305,0.0932,2010,2006
"373","Henry Ford Academy (82926)","5-Year",2009,104,99,-1,6,0.9519,0.0481,2010,2005
"374","Henry Ford Academy (82926)","6-Year",2008,114,112,-1,3,0.9737,0.0263,2010,2004
"375","Hope of Detroit Academy (82957)","4-Year",2010,11,10,0,1,0.8182,0.0909,2010,2006
"376","Hope of Detroit Academy (82957)","5-Year",2009,16,12,0,4,0.75,0.25,2010,2005
"377","Life Skills Center of Metropolitan Detroit (82978)","4-Year",2010,173,12,51,110,0.0636,0.6358,2010,2006
"378","Life Skills Center of Metropolitan Detroit (82978)","5-Year",2009,239,39,26,174,0.159,0.728,2010,2005
"379","Life Skills Center of Metropolitan Detroit (82978)","6-Year",2008,213,38,11,164,0.1784,0.7653,2010,2004
"380","Marvin L. Winans Academy of Performing Arts (82924)","4-Year",2010,44,38,2,4,0.8636,0.0909,2010,2006
"381","Marvin L. Winans Academy of Performing Arts (82924)","5-Year",2009,87,75,-1,13,0.8506,0.1494,2010,2005
"382","Marvin L. Winans Academy of Performing Arts (82924)","6-Year",2008,67,60,-1,8,0.8806,0.1194,2010,2004
"383","Michigan Health Academy (82917)","4-Year",2010,39,32,2,5,0.7949,0.1026,2010,2006
"384","Michigan Health Academy (82917)","5-Year",2009,38,32,0,6,0.8421,0.1316,2010,2005
"385","Michigan Health Academy (82917)","6-Year",2008,39,32,-1,8,0.7949,0.2051,2010,2004
"386","Michigan Technical Academy (82907)","4-Year",2010,92,68,1,23,0.7391,0.25,2010,2006
"387","Michigan Technical Academy (82907)","5-Year",2009,66,53,-1,14,0.7879,0.197,2010,2005
"388","Michigan Technical Academy (82907)","6-Year",2008,76,54,1,21,0.7105,0.2632,2010,2004
"389","Oakland International Academy (63912)","4-Year",2010,27,22,-1,6,0.7778,0.1852,2010,2006
"390","Oakland International Academy (63912)","5-Year",2009,20,19,0,1,0.95,0.05,2010,2005
"391","Oakland International Academy (63912)","6-Year",2008,16,12,1,3,0.75,0.1875,2010,2004
"392","Old Redford Academy (82956)","4-Year",2010,135,114,9,12,0.8444,0.0815,2010,2006
"393","Old Redford Academy (82956)","5-Year",2009,110,94,-1,17,0.8545,0.1455,2010,2005
"394","Old Redford Academy (82956)","6-Year",2008,97,83,-1,15,0.8454,0.1546,2010,2004
"395","Riverside Academy (82975)","4-Year",2010,38,32,3,3,0.8158,0.0789,2010,2006
"396","Riverside Academy (82975)","5-Year",2009,23,21,-1,3,0.913,0.087,2010,2005
"397","Riverside Academy (82975)","6-Year",2008,12,12,0,0,1,0,2010,2004
"398","Ross-Hill Academy (82948)","4-Year",2010,24,18,4,2,0.75,0.0833,2010,2006
"399","Ross-Hill Academy (82948)","5-Year",2009,22,15,-1,8,0.6364,0.3182,2010,2005
"400","Ross-Hill Academy (82948)","6-Year",2008,18,15,-1,4,0.7778,0.1667,2010,2004
"401","Star International Academy (82941)","4-Year",2010,64,49,-1,16,0.7656,0.2344,2010,2006
"402","Star International Academy (82941)","5-Year",2009,50,48,0,2,0.96,0.04,2010,2005
"403","Star International Academy (82941)","6-Year",2008,75,70,1,4,0.9333,0.0533,2010,2004
"404","Summit Academy North (82938)","4-Year",2010,109,101,-1,9,0.9266,0.0734,2010,2006
"405","Summit Academy North (82938)","5-Year",2009,102,84,0,18,0.8235,0.1667,2010,2005
"406","Summit Academy North (82938)","6-Year",2008,98,89,-1,10,0.898,0.102,2010,2004
"407","Trillium Academy (82973)","4-Year",2010,35,28,5,2,0.8,0.0571,2010,2006
"408","Trillium Academy (82973)","5-Year",2009,23,21,-1,3,0.8696,0.1304,2010,2005
"409","Universal Academy (82950)","4-Year",2010,25,22,1,2,0.88,0.08,2010,2006
"410","Universal Academy (82950)","5-Year",2009,31,28,-1,4,0.9032,0.0968,2010,2005
"411","Universal Academy (82950)","6-Year",2008,25,21,0,4,0.84,0.16,2010,2004
"412","University Preparatory Academy (82965)","6-Year",2008,122,122,0,0,1,0,2010,2004
"413","University Preparatory Academy (PSAD) (82702)","4-Year",2010,120,114,3,3,0.9417,0.025,2010,2006
"414","University Preparatory Academy (PSAD) (82702)","5-Year",2009,128,125,-2,5,0.9688,0.0313,2010,2005
"415","Vista Meadows Academy (82716)","4-Year",2010,19,7,8,4,0.3158,0.1579,2010,2006
"416","Voyageur Academy (82940)","4-Year",2010,81,75,1,5,0.9136,0.0494,2010,2006
"417","Voyageur Academy (82940)","5-Year",2009,75,63,0,12,0.84,0.16,2010,2005
"418","Voyageur Academy (82940)","6-Year",2008,89,84,-1,6,0.9438,0.0562,2010,2004
"419","Weston Preparatory Academy (82943)","4-Year",2010,58,46,0,12,0.7931,0.1897,2010,2006
"420","Weston Preparatory Academy (82943)","5-Year",2009,53,46,-1,8,0.8491,0.1509,2010,2005
"421","Weston Preparatory Academy (82943)","6-Year",2008,61,42,0,19,0.6885,0.2951,2010,2004
"422","Allen Park Public Schools (82020)","4-Year",2011,365,302,35,28,0.8247,0.074,2011,2007
"423","Allen Park Public Schools (82020)","5-Year",2010,328,287,6,35,0.872,0.1067,2011,2006
"424","Allen Park Public Schools (82020)","6-Year",2009,362,319,4,39,0.8785,0.105,2011,2005
"425","Crestwood School District (82230)","4-Year",2011,284,242,24,18,0.8486,0.0599,2011,2007
"426","Crestwood School District (82230)","5-Year",2010,319,302,-1,18,0.9436,0.0533,2011,2006
"427","Crestwood School District (82230)","6-Year",2009,254,231,-1,24,0.9094,0.0906,2011,2005
"428","Dearborn City School District (82030)","4-Year",2011,1369,1041,170,158,0.7604,0.1154,2011,2007
"429","Dearborn City School District (82030)","5-Year",2010,1382,1154,32,196,0.835,0.1418,2011,2006
"430","Dearborn City School District (82030)","6-Year",2009,1459,1226,17,216,0.8403,0.148,2011,2005
"431","Dearborn Heights School District #7 (82040)","4-Year",2011,157,113,28,16,0.7197,0.1019,2011,2007
"432","Dearborn Heights School District #7 (82040)","5-Year",2010,170,147,3,20,0.8647,0.1118,2011,2006
"433","Dearborn Heights School District #7 (82040)","6-Year",2009,155,136,1,18,0.871,0.1161,2011,2005
"434","Detroit City School District (82010)","4-Year",2011,7193,4298,1455,1440,0.5974,0.2001,2011,2007
"435","Detroit City School District (82010)","5-Year",2010,7659,5236,489,1934,0.6836,0.2525,2011,2006
"436","Detroit City School District (82010)","6-Year",2009,8393,5714,272,2407,0.6808,0.2867,2011,2005
"437","Ecorse Public Schools (82250)","4-Year",2011,130,72,25,33,0.5462,0.2538,2011,2007
"438","Ecorse Public Schools (82250)","5-Year",2010,149,91,13,45,0.6107,0.302,2011,2006
"439","Ecorse Public Schools (82250)","6-Year",2009,126,77,2,47,0.6111,0.373,2011,2005
"440","Flat Rock Community Schools (82180)","4-Year",2011,137,114,13,10,0.8321,0.0657,2011,2007
"441","Flat Rock Community Schools (82180)","5-Year",2010,138,115,1,22,0.8261,0.1594,2011,2006
"442","Flat Rock Community Schools (82180)","6-Year",2009,128,107,-1,22,0.8359,0.1641,2011,2005
"443","Garden City Public Schools (82050)","4-Year",2011,544,340,136,68,0.625,0.1232,2011,2007
"444","Garden City Public Schools (82050)","5-Year",2010,600,383,88,129,0.6383,0.215,2011,2006
"445","Garden City Public Schools (82050)","6-Year",2009,592,412,25,155,0.6943,0.2618,2011,2005
"446","Gibraltar School District (82290)","4-Year",2011,239,201,22,16,0.841,0.0628,2011,2007
"447","Gibraltar School District (82290)","5-Year",2010,265,241,9,15,0.9094,0.0566,2011,2006
"448","Gibraltar School District (82290)","6-Year",2009,293,272,4,17,0.9283,0.058,2011,2005
"449","Grosse Ile Township Schools (82300)","4-Year",2011,179,171,4,4,0.9553,0.0168,2011,2007
"450","Grosse Ile Township Schools (82300)","5-Year",2010,141,138,0,3,0.9787,0.0142,2011,2006
"451","Grosse Ile Township Schools (82300)","6-Year",2009,159,151,-1,9,0.9434,0.0566,2011,2005
"452","Grosse Pointe Public Schools (82055)","4-Year",2011,749,704,28,17,0.9399,0.0214,2011,2007
"453","Grosse Pointe Public Schools (82055)","5-Year",2010,764,733,9,22,0.9594,0.0275,2011,2006
"454","Grosse Pointe Public Schools (82055)","6-Year",2009,785,761,9,15,0.9694,0.0191,2011,2005
"455","Hamtramck, School District of the City of (82060)","4-Year",2011,244,137,46,61,0.5574,0.25,2011,2007
"456","Hamtramck, School District of the City of (82060)","5-Year",2010,300,186,21,93,0.6167,0.31,2011,2006
"457","Hamtramck, School District of the City of (82060)","6-Year",2009,277,171,13,93,0.6173,0.3357,2011,2005
"458","Harper Woods, The School District of the City of (82320)","4-Year",2011,129,110,9,10,0.845,0.0775,2011,2007
"459","Harper Woods, The School District of the City of (82320)","5-Year",2010,98,83,3,12,0.8469,0.1224,2011,2006
"460","Harper Woods, The School District of the City of (82320)","6-Year",2009,91,86,-1,6,0.9341,0.0659,2011,2005
"461","Highland Park City Schools (82070)","4-Year",2011,305,106,60,139,0.3475,0.4557,2011,2007
"462","Highland Park City Schools (82070)","5-Year",2010,355,152,30,173,0.4254,0.4873,2011,2006
"463","Highland Park City Schools (82070)","6-Year",2009,487,216,16,255,0.4435,0.5236,2011,2005
"464","Huron School District (82340)","4-Year",2011,206,177,17,12,0.8592,0.0534,2011,2007
"465","Huron School District (82340)","5-Year",2010,180,161,4,15,0.8889,0.0778,2011,2006
"466","Huron School District (82340)","6-Year",2009,218,200,6,12,0.9174,0.0505,2011,2005
"467","Lincoln Park, School District of the City of (82090)","4-Year",2011,326,248,27,51,0.7607,0.1564,2011,2007
"468","Lincoln Park, School District of the City of (82090)","5-Year",2010,257,223,4,30,0.8677,0.1167,2011,2006
"469","Lincoln Park, School District of the City of (82090)","6-Year",2009,299,250,3,46,0.8328,0.1538,2011,2005
"470","Livonia Public Schools School District (82095)","4-Year",2011,1512,1315,99,98,0.8697,0.0648,2011,2007
"471","Livonia Public Schools School District (82095)","5-Year",2010,1575,1429,48,98,0.9067,0.0616,2011,2006
"472","Livonia Public Schools School District (82095)","6-Year",2009,1533,1400,37,96,0.9126,0.0626,2011,2005
"473","Melvindale-North Allen Park Schools (82045)","4-Year",2011,203,172,22,9,0.8424,0.0443,2011,2007
"474","Melvindale-North Allen Park Schools (82045)","5-Year",2010,194,174,-1,21,0.8918,0.1031,2011,2006
"475","Melvindale-North Allen Park Schools (82045)","6-Year",2009,186,164,2,20,0.8817,0.1075,2011,2005
"476","Northville Public Schools (82390)","4-Year",2011,595,562,29,4,0.9429,0.0067,2011,2007
"477","Northville Public Schools (82390)","5-Year",2010,547,525,15,7,0.958,0.011,2011,2006
"478","Northville Public Schools (82390)","6-Year",2009,580,561,10,9,0.9672,0.0138,2011,2005
"479","Plymouth-Canton Community Schools (82100)","4-Year",2011,1609,1377,158,74,0.8558,0.0454,2011,2007
"480","Plymouth-Canton Community Schools (82100)","5-Year",2010,1511,1356,41,114,0.8968,0.0748,2011,2006
"481","Plymouth-Canton Community Schools (82100)","6-Year",2009,1516,1381,29,106,0.9109,0.0699,2011,2005
"482","Redford Union Schools, District No. 1 (82110)","4-Year",2011,311,210,56,45,0.6752,0.1415,2011,2007
"483","Redford Union Schools, District No. 1 (82110)","5-Year",2010,334,265,8,61,0.7934,0.1826,2011,2006
"484","Redford Union Schools, District No. 1 (82110)","6-Year",2009,350,279,1,70,0.7971,0.2,2011,2005
"485","River Rouge, School District of the City of (82120)","4-Year",2011,98,39,36,23,0.3878,0.2245,2011,2007
"486","River Rouge, School District of the City of (82120)","5-Year",2010,83,59,9,15,0.6988,0.1687,2011,2006
"487","River Rouge, School District of the City of (82120)","6-Year",2009,119,86,-1,34,0.7143,0.2857,2011,2005
"488","Riverview Community School District (82400)","4-Year",2011,216,196,10,10,0.9074,0.0417,2011,2007
"489","Riverview Community School District (82400)","5-Year",2010,221,209,-1,13,0.9412,0.0543,2011,2006
"490","Riverview Community School District (82400)","6-Year",2009,222,209,4,9,0.9414,0.0405,2011,2005
"491","Romulus Community Schools (82130)","4-Year",2011,424,255,124,45,0.6014,0.1061,2011,2007
"492","Romulus Community Schools (82130)","5-Year",2010,386,285,35,66,0.7383,0.1684,2011,2006
"493","Romulus Community Schools (82130)","6-Year",2009,482,366,28,88,0.7593,0.1805,2011,2005
"494","School District of the City of Inkster (82080)","4-Year",2011,433,262,95,76,0.6028,0.1755,2011,2007
"495","School District of the City of Inkster (82080)","5-Year",2010,411,239,35,137,0.5791,0.3333,2011,2006
"496","School District of the City of Inkster (82080)","6-Year",2009,354,197,13,144,0.5537,0.404,2011,2005
"497","South Redford School District (82140)","4-Year",2011,251,213,14,24,0.8486,0.0956,2011,2007
"498","South Redford School District (82140)","5-Year",2010,262,228,6,28,0.8702,0.1031,2011,2006
"499","South Redford School District (82140)","6-Year",2009,250,225,0,25,0.9,0.1,2011,2005
"500","Southgate Community School District (82405)","4-Year",2011,779,333,348,98,0.4262,0.1258,2011,2007
"501","Southgate Community School District (82405)","5-Year",2010,902,429,261,212,0.4756,0.235,2011,2006
"502","Southgate Community School District (82405)","6-Year",2009,953,495,161,297,0.5184,0.3116,2011,2005
"503","Taylor School District (82150)","4-Year",2011,683,476,96,111,0.6955,0.1611,2011,2007
"504","Taylor School District (82150)","5-Year",2010,755,613,30,112,0.8106,0.1483,2011,2006
"505","Taylor School District (82150)","6-Year",2009,783,618,2,163,0.788,0.2069,2011,2005
"506","Trenton Public Schools (82155)","4-Year",2011,248,232,10,6,0.9315,0.0202,2011,2007
"507","Trenton Public Schools (82155)","5-Year",2010,255,242,0,13,0.9451,0.0471,2011,2006
"508","Trenton Public Schools (82155)","6-Year",2009,215,202,3,10,0.9395,0.0465,2011,2005
"509","Van Buren Public Schools (82430)","4-Year",2011,504,403,43,58,0.7996,0.1131,2011,2007
"510","Van Buren Public Schools (82430)","5-Year",2010,434,367,4,63,0.8456,0.1429,2011,2006
"511","Van Buren Public Schools (82430)","6-Year",2009,518,456,5,57,0.8784,0.11,2011,2005
"512","Wayne-Westland Community School District (82160)","4-Year",2011,1045,729,145,171,0.6976,0.1636,2011,2007
"513","Wayne-Westland Community School District (82160)","5-Year",2010,1128,808,76,244,0.7163,0.2163,2011,2006
"514","Wayne-Westland Community School District (82160)","6-Year",2009,1179,906,44,229,0.7676,0.1942,2011,2005
"515","Westwood Community School District (82240)","4-Year",2011,453,128,256,69,0.2804,0.1523,2011,2007
"516","Westwood Community School District (82240)","5-Year",2010,376,150,106,120,0.3963,0.3191,2011,2006
"517","Westwood Community School District (82240)","6-Year",2009,284,148,30,106,0.5211,0.3732,2011,2005
"518","Woodhaven-Brownstown School District (82365)","4-Year",2011,411,320,57,34,0.7762,0.0803,2011,2007
"519","Woodhaven-Brownstown School District (82365)","5-Year",2010,412,353,11,48,0.8544,0.1141,2011,2006
"520","Woodhaven-Brownstown School District (82365)","6-Year",2009,413,365,0,48,0.8814,0.1162,2011,2005
"521","Wyandotte, School District of the City of (82170)","4-Year",2011,353,265,72,16,0.7507,0.0425,2011,2007
"522","Wyandotte, School District of the City of (82170)","5-Year",2010,357,282,44,31,0.7899,0.0868,2011,2006
"523","Wyandotte, School District of the City of (82170)","6-Year",2009,355,290,37,28,0.8169,0.0761,2011,2005
"524","Academy for Business and Technology (82921)","4-Year",2011,55,46,6,3,0.8182,0.0545,2011,2007
"525","Academy for Business and Technology (82921)","5-Year",2010,68,58,-1,11,0.8529,0.1471,2011,2006
"526","Academy for Business and Technology (82921)","6-Year",2009,62,55,0,7,0.871,0.1129,2011,2005
"527","Academy of Inkster (82961)","4-Year",2011,11,1,0,10,0.0909,0.8182,2011,2007
"528","Academy of Inkster (82961)","5-Year",2010,48,36,0,12,0.75,0.25,2011,2006
"529","Academy of Inkster (82961)","6-Year",2009,53,51,-1,3,0.9434,0.0566,2011,2005
"530","ACE Academy (SDA) (82998)","4-Year",2011,47,8,19,20,0.1702,0.4255,2011,2007
"531","ACE Academy (SDA) (82998)","5-Year",2010,56,11,4,41,0.1964,0.7143,2011,2006
"532","ACE Academy (SDA) (82998)","6-Year",2009,52,7,0,45,0.1154,0.8462,2011,2005
"533","Advanced Technology Academy (63914)","4-Year",2011,89,81,5,3,0.9101,0.0225,2011,2007
"534","Advanced Technology Academy (63914)","5-Year",2010,70,65,-1,6,0.9143,0.0857,2011,2006
"535","Advanced Technology Academy (63914)","6-Year",2009,71,68,-1,4,0.9437,0.0423,2011,2005
"536","Aisha Shule/WEB Dubois Prep. Academy School (82903)","4-Year",2011,19,17,-1,3,0.8947,0.1053,2011,2007
"537","Aisha Shule/WEB Dubois Prep. Academy School (82903)","5-Year",2010,17,13,-1,5,0.7059,0.2941,2011,2006
"538","Aisha Shule/WEB Dubois Prep. Academy School (82903)","6-Year",2009,27,19,-1,9,0.7037,0.2963,2011,2005
"539","Allen Academy (82955)","4-Year",2011,51,42,1,8,0.8235,0.1373,2011,2007
"540","Allen Academy (82955)","5-Year",2010,64,56,-1,9,0.8594,0.1406,2011,2006
"541","Allen Academy (82955)","6-Year",2009,38,36,-1,3,0.9211,0.0789,2011,2005
"542","Blanche Kelso Bruce Academy (82971)","4-Year",2011,157,3,83,71,0.0191,0.4522,2011,2007
"543","Blanche Kelso Bruce Academy (82971)","5-Year",2010,104,3,22,79,0.0288,0.7596,2011,2006
"544","Blanche Kelso Bruce Academy (82971)","6-Year",2009,125,3,8,114,0.024,0.912,2011,2005
"545","Casa Richard Academy (82902)","4-Year",2011,38,17,9,12,0.4211,0.2895,2011,2007
"546","Casa Richard Academy (82902)","5-Year",2010,57,35,3,19,0.5965,0.3333,2011,2006
"547","Casa Richard Academy (82902)","6-Year",2009,36,17,-1,20,0.4722,0.5278,2011,2005
"548","Cesar Chavez Academy (82918)","4-Year",2011,133,106,5,22,0.7895,0.1654,2011,2007
"549","Cesar Chavez Academy (82918)","5-Year",2010,121,92,2,27,0.7603,0.2231,2011,2006
"550","Cesar Chavez Academy (82918)","6-Year",2009,138,91,-1,48,0.6594,0.3406,2011,2005
