Location.Name,Rate.Year,Cohort.Graduation.Year,Total.Cohort,Total.Graduated,OffTrack.Other,Dropouts,Graduation.Rate,Dropout.Rate,gradyear,enrollyear,School.Name,ZIP.Code,Latitude,Longitude
Chandler Park Academy (82923),4-Year,2013,146,140,-1,7,0.9521,0.0479,2013,2009,Chandler Park Academy,48225,42.43309166,-82.92339787
Chandler Park Academy (82923),6-Year,2013,146,140,-1,7,0.9521,0.0479,2015,2009,Chandler Park Academy,48225,42.43309166,-82.92339787
Chandler Park Academy (82923),4-Year,2012,132,118,-1,15,0.8864,0.1061,2012,2008,Chandler Park Academy,48225,42.43309166,-82.92339787
Chandler Park Academy (82923),6-Year,2011,152,145,-1,8,0.9474,0.0526,2013,2007,Chandler Park Academy,48225,42.43309166,-82.92339787
Chandler Park Academy (82923),4-Year,2015,148,136,3,9,0.9122,0.0541,2015,2011,Chandler Park Academy,48225,42.43309166,-82.92339787
Chandler Park Academy (82923),5-Year,2012,132,118,-1,15,0.8939,0.1061,2013,2008,Chandler Park Academy,48225,42.43309166,-82.92339787
Charlotte Forten Academy (82936),5-Year,2010,18,2,-1,17,0.0556,0.8889,2011,2006,Charlotte Forten Academy,48210,42.33796,-83.136938
Charlotte Forten Academy (82936),6-Year,2007,108,54,0,54,0.5,0.5,2009,2003,Charlotte Forten Academy,48210,42.33796,-83.136938
Charlotte Forten Academy (82936),6-Year,2008,105,38,-1,68,0.3619,0.6381,2010,2004,Charlotte Forten Academy,48210,42.33796,-83.136938
Charlotte Forten Academy (82936),6-Year,2010,17,1,-1,17,0.0588,0.9412,2012,2006,Charlotte Forten Academy,48210,42.33796,-83.136938
Charlotte Forten Academy (82936),4-Year,2010,21,1,3,17,0.0476,0.8095,2010,2006,Charlotte Forten Academy,48210,42.33796,-83.136938
Charlotte Forten Academy (82936),5-Year,2009,51,17,-1,35,0.3333,0.6667,2010,2005,Charlotte Forten Academy,48210,42.33796,-83.136938
Charlotte Forten Academy (82936),5-Year,2008,108,39,1,68,0.3519,0.6204,2009,2004,Charlotte Forten Academy,48210,42.33796,-83.136938
Charlotte Forten Academy (82936),4-Year,2009,56,18,1,37,0.3214,0.6607,2009,2005,Charlotte Forten Academy,48210,42.33796,-83.136938
Charlotte Forten Academy (82936),6-Year,2009,51,17,-1,35,0.3333,0.6667,2011,2005,Charlotte Forten Academy,48210,42.33796,-83.136938
Cherry Hill School of Performing Arts (82960),5-Year,2008,76,57,1,18,0.75,0.2368,2009,2004,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),4-Year,2009,95,58,7,30,0.6105,0.3053,2009,2005,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),4-Year,2011,33,1,1,31,0.0303,0.9091,2011,2007,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),6-Year,2007,61,54,-1,8,0.8689,0.1311,2009,2003,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),5-Year,2009,86,59,1,26,0.686,0.3023,2010,2005,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),6-Year,2009,84,60,-1,25,0.7024,0.2976,2011,2005,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),5-Year,2011,27,1,-1,27,0.037,0.963,2012,2007,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),6-Year,2010,125,92,0,33,0.736,0.264,2012,2006,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),6-Year,2008,75,57,0,18,0.76,0.24,2010,2004,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),5-Year,2010,128,93,0,35,0.7188,0.2734,2011,2006,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),4-Year,2010,140,92,8,40,0.6571,0.2786,2010,2006,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Cherry Hill School of Performing Arts (82960),6-Year,2011,27,1,1,25,0.037,0.9259,2013,2007,Cherry Hill School of Performing Arts,48141,42.306236,-83.321655
Clara B. Ford Academy (SDA) (82996),4-Year,2009,41,6,12,23,0.1463,0.5366,2009,2005,Clara B. Ford Academy (SDA),48127,42.33056222,-83.27747884
Clara B. Ford Academy (SDA) (82996),5-Year,2009,33,6,1,26,0.1818,0.7576,2010,2005,Clara B. Ford Academy (SDA),48127,42.33056222,-83.27747884
Clara B. Ford Academy (SDA) (82996),4-Year,2011,53,3,19,31,0.0566,0.5849,2011,2007,Clara B. Ford Academy (SDA),48127,42.33056222,-83.27747884
Clara B. Ford Academy (SDA) (82996),6-Year,2008,20,5,2,13,0.25,0.65,2010,2004,Clara B. Ford Academy (SDA),48127,42.33056222,-83.27747884
Clara B. Ford Academy (SDA) (82996),5-Year,2008,23,6,4,13,0.2174,0.5652,2009,2004,Clara B. Ford Academy (SDA),48127,42.33056222,-83.27747884
Clara B. Ford Academy (SDA) (82996),4-Year,2010,41,0,14,27,0,0.6585,2010,2006,Clara B. Ford Academy (SDA),48127,42.33056222,-83.27747884
Clara B. Ford Academy (SDA) (82996),6-Year,2009,29,7,-1,23,0.2069,0.7931,2011,2005,Clara B. Ford Academy (SDA),48127,42.33056222,-83.27747884
Clara B. Ford Academy (SDA) (82996),5-Year,2010,35,0,1,34,0,0.9714,2011,2006,Clara B. Ford Academy (SDA),48127,42.33056222,-83.27747884
Covenant House Academy Detroit (82991),6-Year,2008,147,23,14,110,0.1497,0.7415,2010,2004,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),4-Year,2014,277,34,136,107,0.1227,0.3827,2014,2010,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),5-Year,2008,160,20,22,118,0.1188,0.7375,2009,2004,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),4-Year,2012,116,20,48,48,0.1724,0.4052,2012,2008,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),4-Year,2015,255,14,97,144,0.0549,0.5647,2015,2011,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),5-Year,2014,331,68,65,198,0.2054,0.5952,2015,2010,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),5-Year,2011,189,50,41,98,0.2593,0.5185,2012,2007,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),6-Year,2013,376,74,55,247,0.1968,0.6569,2015,2009,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),5-Year,2009,206,26,34,146,0.1214,0.7039,2010,2005,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),6-Year,2009,223,37,24,162,0.1659,0.722,2011,2005,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),6-Year,2011,210,54,21,135,0.2571,0.6381,2013,2007,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),6-Year,2010,208,39,25,144,0.1875,0.6923,2012,2006,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),6-Year,2012,261,55,69,137,0.2069,0.5211,2014,2008,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),4-Year,2010,170,10,59,101,0.0588,0.5941,2010,2006,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),5-Year,2013,346,55,112,179,0.1561,0.5173,2014,2009,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),4-Year,2009,194,10,90,94,0.0464,0.4794,2009,2005,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),6-Year,2007,83,15,9,59,0.1687,0.7108,2009,2003,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),4-Year,2011,161,22,68,71,0.1366,0.4348,2011,2007,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),4-Year,2013,175,21,81,73,0.1143,0.4171,2013,2009,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),5-Year,2012,147,28,41,78,0.1837,0.5306,2013,2008,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy Detroit (82991),5-Year,2010,198,26,41,131,0.1313,0.6566,2011,2006,Covenant House Academy Detroit,48208,42.33168322,-83.04799903
Covenant House Academy East (82990),4-Year,2010,125,14,50,61,0.112,0.488,2010,2006,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),4-Year,2012,108,19,53,36,0.1667,0.3241,2012,2008,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),5-Year,2010,148,22,36,90,0.1486,0.6014,2011,2006,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),4-Year,2011,122,9,47,66,0.0656,0.5328,2011,2007,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),6-Year,2009,218,56,10,152,0.2523,0.6927,2011,2005,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),5-Year,2009,211,49,37,125,0.2275,0.5924,2010,2005,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),5-Year,2011,134,18,31,85,0.1343,0.6343,2012,2007,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),6-Year,2010,156,37,17,102,0.2308,0.6538,2012,2006,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),4-Year,2014,12,0,0,12,0,0.9167,2014,2010,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),4-Year,2015,11,1,0,10,0.0909,0.8182,2015,2011,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),6-Year,2007,166,50,5,111,0.2952,0.6627,2009,2003,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),5-Year,2014,11,0,0,11,0,1,2015,2010,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),6-Year,2008,198,42,9,147,0.2121,0.7424,2010,2004,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),4-Year,2013,120,12,60,48,0.1,0.3917,2013,2009,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),6-Year,2011,152,27,21,104,0.1711,0.6842,2013,2007,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),5-Year,2012,135,26,47,62,0.1852,0.4519,2013,2008,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),6-Year,2012,94,26,2,66,0.266,0.7021,2014,2008,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),4-Year,2009,193,20,80,93,0.1036,0.4767,2009,2005,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),5-Year,2008,201,28,29,144,0.1393,0.7164,2009,2004,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),6-Year,2013,62,12,1,49,0.1935,0.7742,2015,2009,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy East (82990),5-Year,2013,64,12,0,52,0.1875,0.7969,2014,2009,Covenant House Academy East,48214,42.36391,-83.00759
Covenant House Academy Southwest (82989),4-Year,2012,113,7,41,65,0.0531,0.5752,2012,2008,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),5-Year,2011,144,10,30,104,0.0694,0.7222,2012,2007,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),6-Year,2013,75,9,0,66,0.12,0.8667,2015,2009,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),6-Year,2007,126,30,2,94,0.2302,0.7381,2009,2003,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),6-Year,2009,168,20,10,138,0.119,0.8155,2011,2005,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),6-Year,2011,152,22,23,107,0.1447,0.7039,2013,2007,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),5-Year,2010,148,15,23,110,0.0946,0.7432,2011,2006,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),6-Year,2012,106,18,3,85,0.1698,0.7925,2014,2008,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),4-Year,2014,38,3,3,32,0.0789,0.8421,2014,2010,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),4-Year,2013,121,10,48,63,0.0744,0.5124,2013,2009,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),5-Year,2008,185,31,22,132,0.1622,0.7135,2009,2004,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),4-Year,2011,130,2,37,91,0.0077,0.7,2011,2007,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),5-Year,2009,165,15,21,129,0.0909,0.7818,2010,2005,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),6-Year,2010,143,14,10,119,0.0979,0.8252,2012,2006,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),6-Year,2008,188,35,13,140,0.1809,0.7394,2010,2004,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),4-Year,2009,168,8,60,100,0.0417,0.5893,2009,2005,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),5-Year,2014,35,3,1,31,0.0857,0.8857,2015,2010,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),5-Year,2012,147,18,43,86,0.1224,0.585,2013,2008,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),4-Year,2010,151,5,44,102,0.0331,0.6689,2010,2006,Covenant House Academy Southwest,48216,42.320492,-83.085342
Covenant House Academy Southwest (82989),5-Year,2013,79,9,4,66,0.1139,0.8354,2014,2009,Covenant House Academy Southwest,48216,42.320492,-83.085342
Crestwood School District (82230),4-Year,2009,258,223,16,19,0.8643,0.0736,2009,2005,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),5-Year,2009,256,233,-2,25,0.9063,0.0938,2010,2005,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),6-Year,2008,289,276,1,12,0.9516,0.0381,2010,2004,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),6-Year,2011,273,254,4,15,0.9304,0.0549,2013,2007,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),4-Year,2010,323,295,10,18,0.9133,0.0557,2010,2006,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),5-Year,2014,319,308,2,9,0.9624,0.0282,2015,2010,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),6-Year,2013,290,284,-1,7,0.9793,0.0207,2015,2009,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),5-Year,2012,284,266,0,18,0.9331,0.0599,2013,2008,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),6-Year,2009,254,231,-1,24,0.9094,0.0906,2011,2005,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),5-Year,2008,290,274,5,11,0.9414,0.0379,2009,2004,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),6-Year,2007,265,241,3,21,0.9094,0.0755,2009,2003,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),4-Year,2014,323,295,18,10,0.9133,0.0279,2014,2010,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),5-Year,2011,276,254,4,18,0.9167,0.0652,2012,2007,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),4-Year,2015,330,311,9,10,0.9394,0.0303,2015,2011,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),6-Year,2010,318,301,1,16,0.9465,0.0503,2012,2006,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),5-Year,2010,319,302,-1,18,0.9436,0.0533,2011,2006,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),6-Year,2012,283,266,-1,18,0.9364,0.0636,2014,2008,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),5-Year,2013,293,285,2,6,0.9693,0.0171,2014,2009,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),4-Year,2011,284,242,24,18,0.8486,0.0599,2011,2007,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),4-Year,2012,285,259,11,15,0.9053,0.0526,2012,2008,Crestwood School District,48127,42.33056222,-83.27747884
Crestwood School District (82230),4-Year,2013,295,272,17,6,0.922,0.0203,2013,2009,Crestwood School District,48127,42.33056222,-83.27747884
Dearborn City School District (82030),5-Year,2009,1460,1223,26,211,0.837,0.1445,2010,2005,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),6-Year,2008,1446,1237,13,196,0.8548,0.1349,2010,2004,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),4-Year,2010,1392,1108,135,149,0.7953,0.107,2010,2006,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),5-Year,2014,1422,1278,34,110,0.8987,0.0767,2015,2010,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),6-Year,2013,1463,1321,23,119,0.9029,0.0807,2015,2009,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),5-Year,2012,1372,1203,27,142,0.8761,0.1028,2013,2008,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),6-Year,2011,1333,1118,19,196,0.838,0.147,2013,2007,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),4-Year,2015,1383,1244,86,53,0.8988,0.0383,2015,2011,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),6-Year,2010,1376,1163,13,200,0.8452,0.1453,2012,2006,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),5-Year,2010,1382,1154,32,196,0.835,0.1418,2011,2006,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),6-Year,2009,1459,1226,17,216,0.8403,0.148,2011,2005,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),4-Year,2013,1489,1284,108,97,0.8617,0.0651,2013,2009,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),4-Year,2011,1369,1041,170,158,0.7604,0.1154,2011,2007,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),4-Year,2012,1397,1153,130,114,0.8253,0.0809,2012,2008,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),5-Year,2011,1336,1108,32,196,0.8293,0.1467,2012,2007,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),6-Year,2007,1456,1197,9,250,0.8221,0.1717,2009,2003,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),5-Year,2013,1468,1319,30,119,0.8985,0.0804,2014,2009,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),4-Year,2009,1475,1183,149,143,0.802,0.0969,2009,2005,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),5-Year,2008,1450,1239,34,177,0.8538,0.1214,2009,2004,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),4-Year,2014,1433,1247,89,97,0.8702,0.067,2014,2010,Dearborn City School District,48124,42.32207206,-83.17628924
Dearborn City School District (82030),6-Year,2012,1370,1210,12,148,0.8832,0.1073,2014,2008,Dearborn City School District,48124,42.32207206,-83.17628924
